"id_tarif_inacbg","kd_inacbg","uraian","kelas","tipe_rs","tarif"
"4942","W-1-10-I  ","PROSEDUR ABORSI RINGAN","III","C","1599700"
"4944","W-1-10-I  ","PROSEDUR ABORSI RINGAN","I","C","2239600"
"4940","W-1-01-III","PROSEDUR OPERASI PENGANGKATAN RAHIM DAN VULVA RADIKAL & EVISCERASI BERAT","II","B","20863000"
"4949","W-1-10-II ","PROSEDUR ABORSI SEDANG","II","C","2118300"
"4945","W-1-10-I  ","PROSEDUR ABORSI RINGAN","III","B","2156200"
"4947","W-1-10-I  ","PROSEDUR ABORSI RINGAN","I","B","3018700"
"4954","W-1-10-III","PROSEDUR ABORSI BERAT","III","C","1952700"
"4951","W-1-10-II ","PROSEDUR ABORSI SEDANG","I","C","2471400"
"4952","W-1-10-II ","PROSEDUR ABORSI SEDANG","II","B","2855200"
"4957","W-1-10-III","PROSEDUR ABORSI BERAT","I","C","2733800"
"4969","W-1-11-II ","PROSEDUR DILATASI, KURET, INTRAUTERIN & SERVIK SEDANG","II","B","2984300"
"4956","W-1-10-III","PROSEDUR ABORSI BERAT","III","B","2632000"
"4967","W-1-11-II ","PROSEDUR DILATASI, KURET, INTRAUTERIN & SERVIK SEDANG","III","B","2486900"
"4959","W-1-10-III","PROSEDUR ABORSI BERAT","I","B","3684800"
"4789","V-1-11-III","PROSEDUR PADA PENIS BERAT","II","C","14775700"
"4972","W-1-11-III","PROSEDUR DILATASI, KURET, INTRAUTERIN & SERVIK BERAT","III","C","2041000"
"4808","V-1-12-III","PROSEDUR PADA SKROTUM DAN PROSTAT KOMPLEK-MODERAT (BERAT)","III","B","14650300"
"4793","V-1-11-III","PROSEDUR PADA PENIS BERAT","I","B","22537900"
"4803","V-1-12-II ","PROSEDUR PADA SKROTUM DAN PROSTAT KOMPLEK-MODERAT (SEDANG)","I","C","12376700"
"4795","V-1-12-I  ","PROSEDUR PADA SKROTUM DAN PROSTAT KOMPLEK-MODERAT (RINGAN)","II","C","7768600"
"4798","V-1-12-I  ","PROSEDUR PADA SKROTUM DAN PROSTAT KOMPLEK-MODERAT (RINGAN)","II","B","10156900"
"4988","W-1-12-II ","PROSEDUR OPERASI MEMBUKA TUBA YANG TERHALANG/TERGANGGU SEDANG","II","B","3631400"
"4991","W-1-12-III","PROSEDUR OPERASI MEMBUKA TUBA YANG TERHALANG/TERGANGGU BERAT","II","C","4770900"
"4006","P-8-08-II ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN SEDANG","III","C","5500100"
"4996","W-1-13-I  ","PROSEDUR INTERUPSI TUBA DENGAN ENDOSKOP RINGAN","III","C","1849000"
"4998","W-1-13-I  ","PROSEDUR INTERUPSI TUBA DENGAN ENDOSKOP RINGAN","III","B","2417400"
"4002","P-8-08-I  ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN RINGAN","II","C","4651300"
"4005","P-8-08-I  ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN RINGAN","I","B","5790200"
"4003","P-8-08-I  ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN RINGAN","II","B","4963100"
"4009","P-8-08-II ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN SEDANG","II","B","7042300"
"4010","P-8-08-II ","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN SEDANG","I","C","7700200"
"4013","P-8-08-III","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN BERAT","III","B","9502500"
"4015","P-8-08-III","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN BERAT","II","B","11403000"
"4016","P-8-08-III","PROSEDUR NEONATAL, BERAT BADAN LAHIR GROUP-5 DENGAN SINDROMA DISTRES PERNAFASAN BERAT","I","C","12468200"
"4018","P-8-10-I  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN RINGAN","III","B","0"
"4026","P-8-10-II ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN SEDANG","II","B","0"
"4022","P-8-10-I  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN RINGAN","I","B","0"
"4019","P-8-10-I  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN RINGAN","III","C","0"
"4031","P-8-10-III","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN BERAT","III","C","0"
"4023","P-8-10-I  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN RINGAN","I","C","0"
"4028","P-8-10-II ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN SEDANG","I","B","0"
"4032","P-8-10-III","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN BERAT","II","B","0"
"4029","P-8-10-II ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN SEDANG","I","C","0"
"4034","P-8-10-III","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN BERAT","I","B","0"
"4039","P-8-11-I  ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR RINGAN","III","B","10029600"
"4037","P-8-11-I  ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR RINGAN","II","C","8088200"
"4035","P-8-10-III","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN BERAT","I","C","0"
"4041","P-8-11-I  ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR RINGAN","I","B","14041500"
"4043","P-8-11-II ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR SEDANG","II","C","12000300"
"4057","P-8-12-I  ","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR RINGAN","III","B","9475300"
"4045","P-8-11-II ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR SEDANG","I","C","14000300"
"4046","P-8-11-II ","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR SEDANG","II","B","16994500"
"4050","P-8-11-III","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR BERAT","I","C","15845600"
"4052","P-8-11-III","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR BERAT","II","B","23787200"
"4053","P-8-11-III","NEONATAL, BBL GROUP-2 TANPA PROSEDUR MAYOR BERAT","I","B","27751800"
"4055","P-8-12-I  ","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR RINGAN","II","C","7033200"
"4059","P-8-12-I  ","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR RINGAN","I","B","13265400"
"4064","P-8-12-II ","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR SEDANG","II","B","13072700"
"4060","P-8-12-II ","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR SEDANG","III","C","8333500"
"4068","P-8-12-III","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR BERAT","I","C","13204600"
"4066","P-8-12-III","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR BERAT","III","C","9431900"
"4075","P-8-13-I  ","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR RINGAN","II","B","6446100"
"4069","P-8-12-III","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR BERAT","III","B","15248200"
"4071","P-8-12-III","NEONATAL, BBL GROUP-3 TANPA PROSEDUR MAYOR BERAT","I","B","21347500"
"4073","P-8-13-I  ","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR RINGAN","III","B","5371800"
"4083","P-8-13-II ","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR SEDANG","I","B","11731900"
"4078","P-8-13-II ","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR SEDANG","III","C","7853800"
"4080","P-8-13-II ","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR SEDANG","II","C","9424600"
"4092","P-8-14-I  ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER RINGAN","III","B","3580200"
"4085","P-8-13-III","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR BERAT","II","C","12864200"
"4087","P-8-13-III","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR BERAT","I","C","15008200"
"4985","W-1-12-II ","PROSEDUR OPERASI MEMBUKA TUBA YANG TERHALANG/TERGANGGU SEDANG","II","C","2694200"
"4089","P-8-13-III","NEONATAL, BBL GROUP-4 TANPA PROSEDUR MAYOR BERAT","I","B","18225900"
"4093","P-8-14-I  ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER RINGAN","I","C","3718700"
"4096","P-8-14-II ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER SEDANG","III","C","5407000"
"4099","P-8-14-II ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER SEDANG","I","C","7569700"
"4098","P-8-14-II ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER SEDANG","III","B","7287900"
"4993","W-1-12-III","PROSEDUR OPERASI MEMBUKA TUBA YANG TERHALANG/TERGANGGU BERAT","III","B","5198000"
"4101","P-8-14-II ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER SEDANG","I","B","10203000"
"4975","W-1-11-III","PROSEDUR DILATASI, KURET, INTRAUTERIN & SERVIK BERAT","I","C","2857500"
"4977","W-1-11-III","PROSEDUR DILATASI, KURET, INTRAUTERIN & SERVIK BERAT","I","B","3851500"
"4983","W-1-12-I  ","PROSEDUR OPERASI MEMBUKA TUBA YANG TERHALANG/TERGANGGU RINGAN","I","B","3394300"
"5000","W-1-13-I  ","PROSEDUR INTERUPSI TUBA DENGAN ENDOSKOP RINGAN","I","C","2588600"
"4115","P-8-15-II ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI SEDANG","II","C","4787300"
"4114","P-8-15-II ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI SEDANG","III","C","3989400"
"4120","P-8-15-III","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI BERAT","III","C","4680900"
"4124","P-8-15-III","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI BERAT","II","B","7571000"
"4119","P-8-15-II ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI SEDANG","I","B","7528100"
"4127","P-8-16-I  ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL RINGAN","I","C","2524100"
"4122","P-8-15-III","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI BERAT","III","B","6309200"
"4132","P-8-16-II ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL SEDANG","III","C","3464700"
"4129","P-8-16-I  ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL RINGAN","II","C","2163500"
"4135","P-8-16-II ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL SEDANG","I","C","4850500"
"4130","P-8-16-I  ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL RINGAN","II","B","2916200"
"4133","P-8-16-II ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL SEDANG","II","C","4157600"
"4144","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","III","C","3356300"
"4136","P-8-16-II ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL SEDANG","II","B","5603900"
"4140","P-8-16-III","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL BERAT","I","C","9891500"
"4146","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","II","C","4027600"
"4143","P-8-16-III","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL BERAT","I","B","15998900"
"4147","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","I","C","4698900"
"4145","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","III","B","3581200"
"4150","P-8-17-II ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR SEDANG","III","C","6041400"
"4148","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","II","B","4297400"
"4149","P-8-17-I  ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR RINGAN","I","B","5013600"
"4153","P-8-17-II ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR SEDANG","II","B","7735300"
"4154","P-8-17-II ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR SEDANG","I","C","8458000"
"4156","P-8-17-III","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR BERAT","III","C","8246300"
"4159","P-8-17-III","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR BERAT","II","B","10885000"
"4155","P-8-17-II ","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR SEDANG","I","B","9024600"
"4160","P-8-17-III","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR BERAT","I","C","11544800"
"4157","P-8-17-III","NEONATAL, BBL GROUP-5 TANPA PROSEDUR MAYOR BERAT","III","B","9070800"
"4110","P-8-15-I  ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI RINGAN","III","B","2685200"
"4109","P-8-15-I  ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI RINGAN","II","C","2390600"
"4162","P-9-10-0  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN","","B","0"
"4163","P-9-10-0  ","NEONATAL, MENINGGAL DAN DITRANSFER KE FASILITAS PERAWATAN PASIEN AKUT LAIN","","C","0"
"4166","P-9-12-0  ","NEONATAL, BBL GROUP-3","","C","298000"
"4167","P-9-12-0  ","NEONATAL, BBL GROUP-3","","B","301100"
"4169","P-9-13-0  ","NEONATAL, BBL GROUP-4","","B","301100"
"4170","P-9-14-0  ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER","","B","246000"
"4171","P-9-14-0  ","NEONATAL, BBL GROUP-5 DENGAN ANOMALI MAYOR ATAU KONDISI HEREDITER","","C","243400"
"4172","P-9-15-0  ","NEONATAL, BBL GROUP-5 DENGAN SINDROM ASPIRASI","","C","154400"
"4174","P-9-16-0  ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL","","B","245300"
"4175","P-9-16-0  ","NEONATAL, BBL GROUP-5 DENGAN KONGENITAL/INFEKSI PERINATAL","","C","242700"
"4177","P-9-17-0  ","NEONATAL, BBL GROUP-5","","C","296700"
"4178","Q-5-10-0  ","PENYALAHGUNAAN ZAT KIMIA AKUT","","B","324400"
"4180","Q-5-11-0  ","PENYALAHGUNAAN ZAT KIMIA BUKAN AKUT","","C","236400"
"4181","Q-5-11-0  ","PENYALAHGUNAAN ZAT KIMIA BUKAN AKUT","","B","238900"
"4184","Q-5-13-0  ","MEDICAL CHECK-UP","","C","95600"
"4185","Q-5-13-0  ","MEDICAL CHECK-UP","","B","103300"
"4187","Q-5-14-0  ","RONGENT (PLAIN FILM)","","C","105100"
"4188","Q-5-15-0  ","ELEKTROKARDIOGRAM (ECG)","","B","84000"
"4190","Q-5-16-0  ","VAKSINASI","","C","91200"
"4191","Q-5-16-0  ","VAKSINASI","","B","98600"
"4193","Q-5-17-0  ","PASANG INFUS","","C","87000"
"4196","Q-5-19-0  ","KONTAK PELAYANAN KESEHATAN LAIN-LAIN","","B","128700"
"4197","Q-5-19-0  ","KONTAK PELAYANAN KESEHATAN LAIN-LAIN","","C","119100"
"4199","Q-5-20-0  ","ABORSI MENGANCAM","","B","167400"
"4201","Q-5-21-0  ","ABORSI","","B","183900"
"4202","Q-5-22-0  ","PERSALINAN YANG SUKAR (FALSE LABOR)","","C","105700"
"4204","Q-5-23-0  ","PEMERIKSAAN ANTEPARTUM","","C","128300"
"4205","Q-5-23-0  ","PEMERIKSAAN ANTEPARTUM","","B","138700"
"4207","Q-5-24-0  ","PEMERIKSAAN POSTPARTUM","","C","87700"
"4210","Q-5-26-0  ","BRONKIAL AKUT","","C","194200"
"4212","Q-5-27-0  ","SISTEM PERSARAFAN PUSAT AKUT","","B","149500"
"4213","Q-5-27-0  ","SISTEM PERSARAFAN PUSAT AKUT","","C","138300"
"4215","Q-5-28-0  ","KECEDERAAN SISTEM PERSARAFAN PUSAT","","B","188000"
"4216","Q-5-29-0  ","GAGAL JANTUNG KONGESTIF DAN KONDISI JANTUNG LAIN-LAIN","","B","531300"
"4218","Q-5-30-0  ","INFARK MIOKARD AKUT DAN ARITMIA","","C","609500"
"4220","Q-5-31-0  ","FRAKTUR","","B","141300"
"4222","Q-5-32-0  ","SALURAN KEMIH AKUT","","B","255700"
"4223","Q-5-32-0  ","SALURAN KEMIH AKUT","","C","253000"
"4225","Q-5-33-0  ","HEMATOLOGI AKUT","","C","159100"
"4227","Q-5-34-0  ","INFEKSI VIRUS HIV","","C","227100"
"4229","Q-5-35-0  ","INFEKSI AKUT","","B","430100"
"4233","Q-5-37-0  ","CARDIAC ARREST, RESPIRATORY ARREST & SHOCK","","C","261900"
"4236","Q-5-39-0  ","KECEDERAAN BESAR PADA JARINGAN LUNAK","","C","130000"
"4238","Q-5-40-0  ","INFEKSI SALURAN KEMIH AKUT","","C","127700"
"4240","Q-5-41-0  ","PENYAKIT AKUT BESAR LAIN-LAIN","","C","292000"
"4242","Q-5-42-0  ","PENYAKIT AKUT KECIL LAIN-LAIN","","B","186300"
"4244","Q-5-43-0  ","PENYAKIT KRONIS BESAR LAIN-LAIN","","C","264400"
"4117","P-8-15-II ","NEONATAL, BBL GROUP-5 DENGAN SINDROMA ASPIRASI SEDANG","I","C","5585200"
"4275","S-4-11-II ","REAKSI ALLERGI SEDANG","II","B","2830100"
"4256","S-4-10-II ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (SEDANG)","III","B","3274700"
"4260","S-4-10-III","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (BERAT)","III","C","3428700"
"4259","S-4-10-II ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (SEDANG)","I","B","4584600"
"4263","S-4-10-III","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (BERAT)","I","C","4800200"
"4267","S-4-11-I  ","REAKSI ALLERGI RINGAN","III","C","1575100"
"4265","S-4-10-III","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (BERAT)","I","B","6275900"
"4270","S-4-11-I  ","REAKSI ALLERGI RINGAN","I","C","2205200"
"4272","S-4-11-II ","REAKSI ALLERGI SEDANG","III","B","2358400"
"4277","S-4-11-II ","REAKSI ALLERGI SEDANG","I","B","3301800"
"4284","S-4-12-I  ","EFEK TOKSIK DAN KERACUNAN OBAT RINGAN","III","C","1494500"
"4280","S-4-11-III","REAKSI ALLERGI BERAT","II","C","4737300"
"4282","S-4-11-III","REAKSI ALLERGI BERAT","I","C","5526800"
"4286","S-4-12-I  ","EFEK TOKSIK DAN KERACUNAN OBAT RINGAN","II","C","1793400"
"4292","S-4-12-II ","EFEK TOKSIK DAN KERACUNAN OBAT SEDANG","I","C","2784800"
"4296","S-4-12-III","EFEK TOKSIK DAN KERACUNAN OBAT BERAT","III","C","3448200"
"4294","S-4-12-II ","EFEK TOKSIK DAN KERACUNAN OBAT SEDANG","II","B","3120800"
"4299","S-4-12-III","EFEK TOKSIK DAN KERACUNAN OBAT BERAT","I","C","4827500"
"4297","S-4-12-III","EFEK TOKSIK DAN KERACUNAN OBAT BERAT","II","C","4137900"
"4308","S-4-13-II ","KOMPLIKASI DARI PENATALAKSANAAN PASIEN SEDANG","III","C","3915400"
"4306","S-4-13-I  ","KOMPLIKASI DARI PENATALAKSANAAN PASIEN RINGAN","II","B","3462600"
"4301","S-4-12-III","EFEK TOKSIK DAN KERACUNAN OBAT BERAT","I","B","6311600"
"4305","S-4-13-I  ","KOMPLIKASI DARI PENATALAKSANAAN PASIEN RINGAN","I","C","3089800"
"4319","S-4-13-III","KOMPLIKASI DARI PENATALAKSANAAN PASIEN BERAT","I","B","11632500"
"4312","S-4-13-II ","KOMPLIKASI DARI PENATALAKSANAAN PASIEN SEDANG","II","B","6142900"
"4310","S-4-13-II ","KOMPLIKASI DARI PENATALAKSANAAN PASIEN SEDANG","III","B","5119100"
"4314","S-4-13-III","KOMPLIKASI DARI PENATALAKSANAAN PASIEN BERAT","III","C","6355200"
"4315","S-4-13-III","KOMPLIKASI DARI PENATALAKSANAAN PASIEN BERAT","II","C","7626200"
"4320","S-4-14-I  ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK RINGAN","III","C","1116900"
"4325","S-4-14-I  ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK RINGAN","II","B","1752300"
"4324","S-4-14-I  ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK RINGAN","I","B","2044400"
"4322","S-4-14-I  ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK RINGAN","III","B","1460300"
"4329","S-4-14-II ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK SEDANG","III","B","3101700"
"4337","S-4-14-III","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK BERAT","I","B","8234700"
"4327","S-4-14-II ","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK SEDANG","II","C","2846900"
"4339","S-4-15-I  ","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (RINGAN)","II","B","1172000"
"4332","S-4-14-III","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK BERAT","III","C","4498900"
"4334","S-4-14-III","SINDROMA MALTREATMENT PADA DEWASA ATAU KANAK-KANAK BERAT","III","B","5882000"
"4347","S-4-15-II ","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (SEDANG)","III","B","1843100"
"4342","S-4-15-I  ","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (RINGAN)","I","C","1045800"
"4340","S-4-15-I  ","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (RINGAN)","II","C","896400"
"4348","S-4-15-II ","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (SEDANG)","II","B","2211700"
"4351","S-4-15-III","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (BERAT)","I","C","2556100"
"4350","S-4-15-III","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (BERAT)","III","C","1825800"
"4387","S-4-17-III","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN BERAT","II","C","3993400"
"4353","S-4-15-III","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (BERAT)","III","B","2387100"
"4355","S-4-15-III","LUKA BAKAR, DIRUJUK KE FASILITAS PERAWATAN AKUT YANG LAIN (BERAT)","I","B","3342000"
"4358","S-4-16-I  ","LUKA BAKAR RINGAN","III","B","5057200"
"4361","S-4-16-I  ","LUKA BAKAR RINGAN","I","B","7080100"
"4364","S-4-16-II ","LUKA BAKAR SEDANG","III","B","6630500"
"4367","S-4-16-II ","LUKA BAKAR SEDANG","I","B","9282700"
"4376","S-4-17-I  ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN RINGAN","III","B","2437500"
"4370","S-4-16-III","LUKA BAKAR BERAT","I","C","9860800"
"4373","S-4-16-III","LUKA BAKAR BERAT","I","B","13291000"
"4377","S-4-17-I  ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN RINGAN","I","C","2610100"
"4380","S-4-17-II ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN SEDANG","III","C","2766900"
"4379","S-4-17-I  ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN RINGAN","I","B","3412500"
"4385","S-4-17-II ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN SEDANG","I","B","5064500"
"4382","S-4-17-II ","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN SEDANG","III","B","3617500"
"4388","S-4-17-III","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN BERAT","III","B","4350900"
"4397","T-1-10-I  ","TERAPI REHABILITASI &/ DETOKSIKASI ALKOHOL & OBAT RINGAN","I","B","2353800"
"4390","S-4-17-III","DIAGNOSIS KECEDERAAN, KERACUNAN DAN EFEK TOKSIK LAIN-LAIN BERAT","II","B","5221000"
"4392","T-1-10-I  ","TERAPI REHABILITASI &/ DETOKSIKASI ALKOHOL & OBAT RINGAN","III","C","1247400"
"4395","T-1-10-I  ","TERAPI REHABILITASI &/ DETOKSIKASI ALKOHOL & OBAT RINGAN","II","B","2017600"
"4398","T-1-10-II ","TERAPI REHABILITASI &/ DETOKSIKASI ALKOHOL & OBAT SEDANG","III","C","1675400"
"4254","S-4-10-II ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (SEDANG)","III","C","2504700"
"4249","S-4-10-I  ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (RINGAN)","II","C","2439400"
"4251","S-4-10-I  ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (RINGAN)","I","C","2845900"
"4257","S-4-10-II ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (SEDANG)","I","C","3506600"
"4252","S-4-10-I  ","KECEDERAAN PADA TEMPAT YANG TAK SPESIFIK ATAU BANYAK TEMPAT (RINGAN)","II","B","3189300"
"4419","T-4-10-II ","PENYALAHGUNAAN & KETERGANTUNGAN OBAT DAN ALKOHOL, MENOLAK NASEHAT DOKTER SEDANG","II","C","1360400"
"4410","T-2-10-0  ","PEMULIHAN ALKOHOL, OBAT DAN ATAU TERAPI DETOKSIKASI","","C","143200"
